tariff,description,uom,mfn,gt,aut,nzt,ccct,ldct,gpt,ust,mt,must,ciat,ct,crt,it,nt,slt,pt,colt,jt,pat,hnt,krt,ceut,uat,cptpt
7506.20.10.00,"The following foil of a thickness not exceeding 0.15 mm: Unworked, containing by weight less than 60% of nickel; Worked",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7506.20.90.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
75.07,"Nickel tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).",,,,,,,,,,,,,,,,,,,,,,,,,,
7507.1,Tubes and pipes:,,,,,,,,,,,,,,,,,,,,,,,,,,
7507.11.00.00,"Of nickel, not alloyed",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7507.12.00.00,Of nickel alloys,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7507.20.00.00,Tube or pipe fittings,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
75.08,Other articles of nickel.,,,,,,,,,,,,,,,,,,,,,,,,,,
7508.10.00.00,"Cloth, grill and netting, of nickel wire",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7508.90,Other,,,,,,,,,,,,,,,,,,,,,,,,,,
7508.90.10.00,Anodes for electroplating,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7508.90.90.00,Other,KGM,3 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
76.01,Unwrought aluminum.,,,,,,,,,,,,,,,,,,,,,,,,,,
7601.10.00,"Aluminum, not alloyed",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7806.00.00.00,Other articles of lead.,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
79.01,Unwrought zinc.,,,,,,,,,,,,,,,,,,,,,,,,,,
7901.1,"Zinc, not alloyed:",,,,,,,,,,,,,,,,,,,,,,,,,,
7901.11.00.00,Containing by weight 99.99% or more of zinc,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7901.12.00.00,Containing by weight less than 99.99% of zinc,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7901.20.00.00,Zinc alloys,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7902.00.00.00,Zinc waste and scrap.,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
79.03,"Zinc dust, powders and flakes.",,,,,,,,,,,,,,,,,,,,,,,,,,
7903.10.00.00,Zinc dust,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7903.90.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7904.00.00.00,"Zinc bars, rods, profiles and wire.",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7905.00.00.00,"Zinc plates, sheets, strip and foil.",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7907.00,Other articles of zinc.,,,,,,,,,,,,,,,,,,,,,,,,,,
7604.21.00,Hollow profiles,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7604.21.00.10,Unworked,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7604.21.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7604.29.00,Other,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7604.29.00.1,"Bars and rods, of a maximum cross-sectional dimension exceeding 12.7 mm:",,,,,,,,,,,,,,,,,,,,,,,,,,
7604.29.00.11,Having a round cross-section,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7604.29.00.19,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7604.29.00.2,"Bars and rods, of a maximum cross-sectional dimension not exceeding 12.7 mm:",,,,,,,,,,,,,,,,,,,,,,,,,,
7604.29.00.21,Having a round cross-section,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7604.29.00.29,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7604.29.00.30,Profiles,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
76.05,Aluminum wire.,,,,,,,,,,,,,,,,,,,,,,,,,,
7605.1,"Of aluminum, not alloyed:",,,,,,,,,,,,,,,,,,,,,,,,,,
7605.11.00.00,Of which the maximum cross-sectional dimension exceeds 7 mm,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7605.19.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7605.2,Of aluminum alloys:,,,,,,,,,,,,,,,,,,,,,,,,,,
7605.21.00.00,Of which the maximum cross-sectional dimension exceeds 7 mm,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7607.1,Not backed:,,,,,,,,,,,,,,,,,,,,,,,,,,
7607.11.00,Rolled but not further worked,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7607.11.00.10,Of a thickness of less than 0.005 mm,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7607.11.00.20,Of a thickness of 0.005 mm or more but less than 0.127 mm,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7607.11.00.30,Of a thickness of 0.127 mm or more,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7607.19.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7607.20.00,Backed,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7607.20.00.10,Printed,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7607.20.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
76.08,Aluminum tubes and pipes.,,,,,,,,,,,,,,,,,,,,,,,,,,
7608.10.00,"Of aluminum, not alloyed",,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7608.10.00.10,Seamless,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7608.10.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7612.10.00.00,Collapsible tubular containers,NMB,6.5 %,,,,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7612.90,Other,,,,,,,,,,,,,,,,,,,,,,,,,,
7612.90.10.00,"Aerosol containers, excluding three-piece cans without inserts having a base diameter of 50 mm or more but not exceeding 80 mm",NMB,6.5 %,,,,Free,Free,2.5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7612.90.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
7612.90.91.00,Embossed aluminum cans for use in the packaging of beverages,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7612.90.99,Other,,6.5 %,,,,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7612.90.99.10,Cans,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
7612.90.99.90,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
7613.00.00.00,Aluminum containers for compressed or liquefied gas.,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
76.14,"Stranded wire, cables, plaited bands and the like, of aluminum, not electrically insulated.",,,,,,,,,,,,,,,,,,,,,,,,,,
7614.10.00.00,With steel core,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7614.90.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
76.15,"Table, kitchen or other household articles and parts thereof, of aluminum; pot scourers and scouring or polishing pads, gloves and the like, of aluminum; sanitary ware and parts thereof, of aluminum.",,,,,,,,,,,,,,,,,,,,,,,,,,
7615.10.00,"Table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like",,6.5 %,,,,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7615.10.00.10,Cooking utensils,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
7907.00.30.00,For use in Canadian manufactures,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7907.00.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
7907.00.91.00,Anodes for electroplating,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7907.00.92,"Discs or slugs, containing by weight 90% or more of zinc; Gutters, roof capping, skylight frames and other fabricated building components; Zinc tubes, pipes and tube or pipe fittings (for example couplings, elbows, sleeves)",,3 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7907.00.92.10,"Zinc tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves)",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7907.00.92.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7907.00.99.00,Other,KGM,3 %,,,,Free,Free,3 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
80.01,Unwrought tin.,,,,,,,,,,,,,,,,,,,,,,,,,,
8001.10.00.00,"Tin, not alloyed",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8001.20.00.00,Tin alloys,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8002.00.00.00,Tin waste and scrap.,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8003.00.00.00,"Tin bars, rods, profiles and wire.",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8007.00,Other articles of tin.,,,,,,,,,,,,,,,,,,,,,,,,,,
8007.00.10.00,Foil,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8102.94.00.00,"Unwrought molybdenum, including bars and rods obtained simply by sintering",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8102.95.00,"Bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8102.95.00.00,"Bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8102.96.00.00,Wire,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8102.97.00.00,Waste and scrap,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8102.99.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
81.03,"Tantalum and articles thereof, including waste and scrap.",,,,,,,,,,,,,,,,,,,,,,,,,,
8103.20.00.00,"Unwrought tantalum, including bars and rods obtained simply by sintering; powders",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8103.30.00.00,Waste and scrap,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8103.90.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
81.04,"Magnesium and articles thereof, including waste and scrap.",,,,,,,,,,,,,,,,,,,,,,,,,,
8104.1,Unwrought magnesium:,,,,,,,,,,,,,,,,,,,,,,,,,,
8107.90.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
81.08,"Titanium and articles thereof, including waste and scrap.",,,,,,,,,,,,,,,,,,,,,,,,,,
8108.20.00.00,Unwrought titanium; powders,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8108.30.00.00,Waste and scrap,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8108.90.00,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8108.90.00.10,"Plates, sheets, strip and foil, not alloyed",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
8108.90.00.20,"Tubes and pipes, not alloyed",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
8108.90.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
81.09,"Zirconium and articles thereof, including waste and scrap.",,,,,,,,,,,,,,,,,,,,,,,,,,
8109.20.00.00,Unwrought zirconium; powders,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8109.30.00.00,Waste and scrap,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8109.90.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
81.10,"Antimony and articles thereof, including waste and scrap.",,,,,,,,,,,,,,,,,,,,,,,,,,
8110.10.00.00,Unwrought antimony; powders,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8112.13.00.00,Waste and scrap,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8112.19.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8112.2,Chromium:,,,,,,,,,,,,,,,,,,,,,,,,,,
8112.21.00.00,Unwrought; powders,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8112.22.00.00,Waste and scrap,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8112.29.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8112.5,Thallium:,,,,,,,,,,,,,,,,,,,,,,,,,,
8112.51.00.00,Unwrought; powders,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8112.52.00.00,Waste and scrap,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8112.59.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8112.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
8112.92.00.00,Unwrought; waste and scrap; powders,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8112.99.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8113.00.00.00,"Cermets and articles thereof, including waste and scrap.",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
82.01,"Hand tools, the following: spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry.",,,,,,,,,,,,,,,,,,,,,,,,,,
8201.10,Spades and shovels,,,,,,,,,,,,,,,,,,,,,,,,,,
8201.10.10.00,Heads for use in the manufacture or production of spades and shovels,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8201.10.90.00,Other,NMB,5 %,,,,Free,Free,3 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8201.30,"Mattocks, picks, hoes and rakes",,,,,,,,,,,,,,,,,,,,,,,,,,
8201.30.10.00,"Heads for use in the manufacture or production of mattocks, picks, hoes or rakes; Mattocks and picks for climbing or mountaineering",NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8201.30.90.00,Other,NMB,6 %,,,,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8201.40,"Axes, bill hooks and similar hewing tools",,,,,,,,,,,,,,,,,,,,,,,,,,
8201.40.10.00,"For climbing or mountaineering; Heads for use in the manufacture or production of axes, bill hooks and similar hewing tools",NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8201.40.90.00,Other,NMB,6 %,,,,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8201.50.00.00,Secateurs and similar one-handed pruners and shears (including poultry shears),-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8201.60,"Hedge shears, two-handed pruning shears and similar two-handed shears",,,,,,,,,,,,,,,,,,,,,,,,,,
8201.60.10.00,Pruning shears,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8007.00.20.00,"Tin plates, sheets and strip, of a thickness exceeding 0.2 mm; Tin tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves)",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8007.00.30.00,Powders and flakes,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8007.00.90,Other,,3 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8007.00.90.40,Subject to customs duty based on excise duty,-,,,,,,,,,,,,,,,,,,,,,,,,,
8007.00.90.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
81.01,"Tungsten (wolfram) and articles thereof, including waste and scrap.",,,,,,,,,,,,,,,,,,,,,,,,,,
8101.10.00.00,Powders,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8101.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
8101.94.00.00,"Unwrought tungsten, including bars and rods obtained simply by sintering",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8101.96.00.00,Wire,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8101.97.00.00,Waste and scrap,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8101.99.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
81.02,"Molybdenum and articles thereof, including waste and scrap.",,,,,,,,,,,,,,,,,,,,,,,,,,
8102.10.00.00,Powders,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8102.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
8104.11.00.00,Containing at least 99.8% by weight of magnesium,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8104.19.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8104.20.00.00,Waste and scrap,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8104.30.00.00,"Raspings, turnings and granules, graded according to size; powders",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8104.90.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
81.05,"Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, including waste and scrap.",,,,,,,,,,,,,,,,,,,,,,,,,,
8105.20.00.00,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; powders,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8105.30.00.00,Waste and scrap,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8105.90.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8106.00.00.00,"Bismuth and articles thereof, including waste and scrap.",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
81.07,"Cadmium and articles thereof, including waste and scrap.",,,,,,,,,,,,,,,,,,,,,,,,,,
8107.20.00.00,Unwrought cadmium; powders,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8107.30.00.00,Waste and scrap,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8110.20.00.00,Waste and scrap,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8110.90.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8111.00.00,"Manganese and articles thereof, including waste and scrap.",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8111.00.00.00,"Manganese and articles thereof, including waste and scrap.",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
